"","name","label"
"1","v1","Unique twin code Twin pair"
"2","v2","V Twin #"
"3","randomv2","Randomized V2"
"4","tvdelt2","V Participation W_2"
"5","uage2","B Age W_2"
"6","b109","Date of Interview W_2"
"7","b110","Nurse W_2"
"8","b111","B Place of Residence W_2"
"9","b112","B Live w/ someone W_2"
"10","b113","B knows full name W_2"
"11","b114","B knows birth year W_2"
"12","b115","B knows age W_2"
"13","b116","B marital status W_2"
"14","b117","B age widowed/divorced W_2"
"15","b132","B sibs except twin W_2"
"16","b134","B # male sibs living except twin W_2"
"17","b136","B # female sibs living except twin W_2"
"18","b140","B how often see twin W_2"
"19","b141","B how often phone twin W_2"
"20","b142","B children/grandchildren alive W_2"
"21","b144","B # own children living W_2"
"22","b146","B # foster children living W_2"
"23","b148","B # grandchildren living W_2"
"24","b150","B # great grandchildren living W_2"
"25","b159","B econ now comp others same age W_2"
"26","b160","B how well money cover needs now W_2"
"27","b161","B econ prevent doing things W_2"
"28","b201","B over all health W_2"
"29","b202","B rate health compared 2 yrs ago W_2"
"30","b203","B rate health compared others same age W_2"
"31","b204","B health condition prevent doing things W_2"
"32","b207","B present keep body fit W_2"
"33","b208","B wear glasses W_2"
"34","b209","B use hearing aid W_2"
"35","b210","B eye sight rating W_2"
"36","b211","B hearing rating W_2"
"37","b212","B rate sense of smell W_2"
"38","b213","B rate sense of taste W_2"
"39","b214","B rate sense of touch W_2"
"40","b215","B vision test not performed W_2"
"41","b216","B use vision aid W_2"
"42","b217","B vision small text 1st try W_2"
"43","b218","B vision small text 2nd try W_2"
"44","b219","B vision medium text 1st try W_2"
"45","b220","B vision medium text 2nd try W_2"
"46","b221","B vision large text 1st try W_2"
"47","b222","B vision large text 2nd try W_2"
"48","b223","B # times hospitalized 2 mths W_2"
"49","b224","B # times hospitalized 2 yrs W_2"
"50","b225","B # times had surgery 2 mths W_2"
"51","b226","B # times had surgery 2 yrs W_2"
"52","b227","B # times see DR non hospital 2 mths W_2"
"53","b228","B # times see DR non hospital 2 yrs W_2"
"54","b229","B # times contact district RN 2 mths W_2"
"55","b230","B # times contact district RN 2 yrs W_2"
"56","b231","B blood pressure checked W_2"
"57","b232","B supine systolic blood pressure W_2"
"58","b233","B supine diastolic blood pressure W_2"
"59","b234","B supine pulse W_2"
"60","b235","B weak pulse W_2"
"61","b236","B irregular pulse W_2"
"62","b237","B standing systolic blood pressure W_2"
"63","b238","B standing diastolic blood pressure W_2"
"64","b239","B standing pulse W_2"
"65","b240","B pulse time before min W_2"
"66","b241","B pulse time before sec W_2"
"67","b242","B blood pressure gauge # W_2"
"68","b243","B # own teeth (do not use) W_2"
"69","b244","B weight Kg W_2"
"70","b245","B waist cm W_2"
"71","b246","B height cm W_2"
"72","b247","B hip cm W_2"
"73","b248","B bottom cm W_2"
"74","b249","B corset W_2"
"75","b250","B slacks/skirt W_2"
"76","b251","B scale # W_2"
"77","b252","B heart insufficiency W_2"
"78","b253","B heart insufficiency difficulty W_2"
"79","b254","B heart attack W_2"
"80","b255","B heart attack difficulty W_2"
"81","b256","B high blood pressure W_2"
"82","b257","B high blood pressure difficulty W_2"
"83","b258","B angina pectoris W_2"
"84","b259","B angina pectoris difficulty W_2"
"85","b260","B vascular spasm in leg(s) W_2"
"86","b261","B leg vascular spasm difficulty W_2"
"87","b262","B circulation disturb W_2"
"88","b263","B circulation disturb difficulty W_2"
"89","b264","B thrombosis/varicose ulcer leg W_2"
"90","b265","B thrombosis/varicose ulcer leg difficulty W_2"
"91","b266","B cerebral hemorrhage/thrombosis (stroke) W_2"
"92","b267","B cerebral hemorrhage/thrombosis difficulty W_2"
"93","b268","B iron deficiency (anemia) W_2"
"94","b269","B iron deficiency difficulty W_2"
"95","b270","B chronic bronchitis W_2"
"96","b271","B chronic bronchitis difficulty W_2"
"97","b272","B emphysema W_2"
"98","b273","B emphysema difficulty W_2"
"99","b274","B asthma W_2"
"100","b275","B asthma difficulty W_2"
"101","b276","B tuberculosis W_2"
"102","b277","B tuberculosis difficulty W_2"
"103","b278","B polio W_2"
"104","b279","B polio difficulty W_2"
"105","b280","B herpes zoster W_2"
"106","b281","B herpes zoster difficulty W_2"
"107","b282","B goiter/glandular disease W_2"
"108","b283","B goiter/glandular disease difficulty W_2"
"109","b284","B diabetes W_2"
"110","b285","B diabetes difficulty W_2"
"111","b286","B gout W_2"
"112","b287","B gout difficulty W_2"
"113","b288","B multiple sclerosis W_2"
"114","b289","B multiple sclerosis difficulty W_2"
"115","b290","B Parkinsons disease W_2"
"116","b291","B Parkinsons disease difficulty W_2"
"117","b292","B epilepsy W_2"
"118","b293","B epilepsy difficulty W_2"
"119","b294","B migrane W_2"
"120","b295","B migrane difficulty W_2"
"121","b296","B nervous paralysis W_2"
"122","b297","B nervous paralysis difficulty W_2"
"123","b298","B sciatica W_2"
"124","b299","B sciatica difficulty W_2"
"125","b300","B cataract W_2"
"126","b301","B cataract difficulty W_2"
"127","b302","B glaucoma W_2"
"128","b303","B glaucoma difficulty W_2"
"129","b304","B eye disorder W_2"
"130","b305","B eye disorder difficulty W_2"
"131","b306","B hearing impairment W_2"
"132","b307","B hearing impairment difficulty W_2"
"133","b308","B speech impairment W_2"
"134","b309","B speech impairment difficulty W_2"
"135","b310","B eczema W_2"
"136","b311","B eczema difficulty W_2"
"137","b312","B psoriasis W_2"
"138","b313","B psoriasis difficulty W_2"
"139","b314","B rheumatoid arthritis W_2"
"140","b315","B rheumatoid arthritis difficulty W_2"
"141","b316","B arthritis W_2"
"142","b317","B arthritis difficulty W_2"
"143","b318","B osteoporosis W_2"
"144","b319","B osteoporosis difficulty W_2"
"145","b320","B hip joint impairment W_2"
"146","b321","B hip joint impairment difficulty W_2"
"147","b322","B joint/muscle/skeleton disability W_2"
"148","b323","B joint/muscle/skeleton difficulty W_2"
"149","b324","B back pain W_2"
"150","b325","B back pain difficulty W_2"
"151","b326","B neck pain W_2"
"152","b327","B neck pain difficulty W_2"
"153","b328","B shoulder pain W_2"
"154","b329","B shoulder pain difficulty W_2"
"155","b330","B gastric ulcer W_2"
"156","b331","B gastric ulcer difficulty W_2"
"157","b332","B other gastro-intestinal W_2"
"158","b333","B other gastro-intestinal difficulty W_2"
"159","b334","B gall bladder disorder W_2"
"160","b335","B gall bladder disorder difficulty W_2"
"161","b336","B liver disease W_2"
"162","b337","B liver disease difficulty W_2"
"163","b338","B kidney disease W_2"
"164","b339","B kidney disease difficulty W_2"
"165","b340","B prostate disorder W_2"
"166","b341","B prostate disorder difficulty W_2"
"167","b342","B urinary tract disorder W_2"
"168","b343","B urinary tract disorder difficulty W_2"
"169","b344","B womens disease/surgery W_2"
"170","b345","B womens disease/surgery difficulty W_2"
"171","b346","B incontinence W_2"
"172","b347","B incontinence difficulty W_2"
"173","b348","B prostate tumor W_2"
"174","b349","B prostate tumor difficulty W_2"
"175","b350","B breast cancer W_2"
"176","b351","B breast cancer difficulty W_2"
"177","b352","B other cancer W_2"
"178","b353","B other cancer difficulty W_2"
"179","b354","B sibs with cancer? W_2"
"180","b355","B dizziness/vertigo W_2"
"181","b356","B dizziness/vertigo difficulty W_2"
"182","b357","B allergies W_2"
"183","b358","B allergies difficulty W_2"
"184","b359","B insomnia W_2"
"185","b360","B insomnia difficulty W_2"
"186","b361","B psych probs W_2"
"187","b362","B psych probs difficulty W_2"
"188","b363","B other disorder #1 W_2"
"189","b364","B other disorder #1 difficulty W_2"
"190","b365","B other disorder #2 W_2"
"191","b366","B other disorder #2 difficulty W_2"
"192","b367","B other disorder #3 W_2"
"193","b368","B other disorder #3 difficulty W_2"
"194","b369","B other disorder #4 W_2"
"195","b370","B other disorder #4 difficulty W_2"
"196","b371","B other disorder #5 W_2"
"197","b372","B other disorder #5 difficulty W_2"
"198","b373","B other disorder #6 W_2"
"199","b374","B other disorder #6 difficulty W_2"
"200","b375","B other disorder #7 W_2"
"201","b376","B other disorder #7 difficulty W_2"
"202","b377","B other disorder #8 W_2"
"203","b378","B other disorder #8 difficulty W_2"
"204","b379","B other disorder #9 W_2"
"205","b380","B other disorder #9 difficulty W_2"
"206","b381","B other disorder #10 W_2"
"207","b382","B other disorder #10 difficulty W_2"
"208","b383","B other disorder #11 W_2"
"209","b384","B other disorder #11 difficulty W_2"
"210","b385","B other disorder #12 W_2"
"211","b386","B other disorder #12 difficulty W_2"
"212","b387","B other disorder #13 W_2"
"213","b388","B other disorder #13 difficulty W_2"
"214","b389","B other disorder #14 W_2"
"215","b390","B other disorder #14 difficulty W_2"
"216","b391","B other disorder #15 W_2"
"217","b392","B other disorder #15 difficulty W_2"
"218","b393","B other disorder #16 W_2"
"219","b394","B other disorder #16 difficulty W_2"
"220","b395","B other disorder #17 W_2"
"221","b396","B other disorder #17 difficulty W_2"
"222","b397","B other disorder #18 W_2"
"223","b398","B other disorder #18 difficulty W_2"
"224","b399","B disability not connect with disease W_2"
"225","b401","B drug #1 W_2"
"226","b402","B drug #1 concentration W_2"
"227","b402a","B drug #1 unit W_2"
"228","b403","B drug #1 dose/day W_2"
"229","b404","B drug #1 cause W_2"
"230","b405","B drug #1 duration W_2"
"231","b406","B drug #2 W_2"
"232","b407","B drug #2 concentration W_2"
"233","b407a","B drug #2 unit W_2"
"234","b408","B drug #2 dose/day W_2"
"235","b409","B drug #2 cause W_2"
"236","b410","B drug #2 duration W_2"
"237","b411","B drug #3 W_2"
"238","b412","B drug #3 concentration W_2"
"239","b412a","B drug #3 unit W_2"
"240","b413","B drug #3 dose/day W_2"
"241","b414","B drug #3 cause W_2"
"242","b415","B drug #3 duration W_2"
"243","b416","B drug #4 W_2"
"244","b417","B drug #4 concentration W_2"
"245","b417a","B drug #4 unit W_2"
"246","b418","B drug #4 dose/day W_2"
"247","b419","B drug #4 cause W_2"
"248","b420","B drug #4 duration W_2"
"249","b421","B drug #5 W_2"
"250","b422","B drug #5 concentration W_2"
"251","b422a","B drug #5 unit W_2"
"252","b423","B drug #5 dose/day W_2"
"253","b424","B drug #5 cause W_2"
"254","b425","B drug #5 duration W_2"
"255","b426","B drug #6 W_2"
"256","b427","B drug #6 concentration W_2"
"257","b427a","B drug #6 unit W_2"
"258","b428","B drug #6 dose/day W_2"
"259","b429","B drug #6 cause W_2"
"260","b430","B drug #6 duration W_2"
"261","b431","B drug #7 W_2"
"262","b432","B drug #7 concentration W_2"
"263","b432a","B drug #7 unit W_2"
"264","b433","B drug #7 dose/day W_2"
"265","b434","B drug #7 cause W_2"
"266","b435","B drug #7 duration W_2"
"267","b436","B drug #8 W_2"
"268","b437","B drug #8 concentration W_2"
"269","b437a","B drug #8 unit W_2"
"270","b438","B drug #8 dose/day W_2"
"271","b439","B drug #8 cause W_2"
"272","b440","B drug #8 duration W_2"
"273","b441","B drug #9 W_2"
"274","b442","B drug #9 concentration W_2"
"275","b442a","B drug #9 unit W_2"
"276","b443","B drug #9 dose/day W_2"
"277","b444","B drug #9 cause W_2"
"278","b445","B drug #9 duration W_2"
