"","name","label"
"1","v1","Unique twin code Twin pair"
"2","v2","V Twin #"
"3","randomv2","Randomized V2"
"4","sex","Sex"
"5","zyg","Zygosity"
"6","tvdelt1","V Participation W_1"
"7","uage1","V Age W_1"
"8","edu","D new educ var - Swedish Twin Registry W_4"
"9","v109","V date examination W_1"
"10","v110","V Nurse W_1"
"11","v111","V place of residence W_1"
"12","v112","V live with someone W_1"
"13","v113","V knows full name W_1"
"14","v114","V knows year born W_1"
"15","v115","V knows age W_1"
"16","v116","V marital status W_1"
"17","v117","V age widowed/divorced W_1"
"18","v118","V age father die W_1"
"19","v119","V age category father die W_1"
"20","v120","V age mother die W_1"
"21","v121","V age category mother die W_1"
"22","v122","V mother memory/thinking ability before death W_1"
"23","v123","V father memory/thinking ability before death W_1"
"24","v124","V mother physical health before death W_1"
"25","v125","V father physical health before death W_1"
"26","v126","V father causes of death W_1"
"27","v127","V mother causes of death W_1"
"28","v128","V money cover needs when grow up W_1"
"29","v129","V family econ when grow up W_1"
"30","v130","V yrs school W_1"
"31","v131","V yrs school category W_1"
"32","v132","V sibs except twin W_1"
"33","v133","V # male sibs except twin W_1"
"34","v134","V # male sibs living except twin W_1"
"35","v135","V # female sibs except twin W_1"
"36","v136","V # female sibs living except twin W_1"
"37","v137","V # sibs prior to your birth W_1"
"38","v138","V # sibs following your birth W_1"
"39","v139","V which twin born first W_1"
"40","v140","V how often see twin W_1"
"41","v141","V how often phone twin W_1"
"42","v142","V children/grandchildren W_1"
"43","v143","V # own children W_1"
"44","v144","V # own children living W_1"
"45","v145","V # foster children W_1"
"46","v146","V # foster children living W_1"
"47","v147","V # grandchildren W_1"
"48","v148","V # grandchildren living W_1"
"49","v149","V # great grandchildren W_1"
"50","v150","V # great grandchildren living W_1"
"51","v151","V # miscarriages W_1"
"52","v152","V # stillbirths W_1"
"53","v153","V main occupation social group W_1"
"54","v154","V main occupation SES-code W_1"
"55","v155","V when you/spouse wrk econ comp others same age W_1"
"56","v156","V when you/spouse wrk how well money cover needs W_1"
"57","v157","V age retired W_1"
"58","v158","V reason retired W_1"
"59","v159","V econ now comp others same age W_1"
"60","v160","V how well money cover needs now W_1"
"61","v161","V econ prevent doing things W_1"
"62","v201","V over all health W_1"
"63","v202","V rate health compared 2 yrs ago W_1"
"64","v203","V rate health compared others same age W_1"
"65","v204","V health condition prevent doing things W_1"
"66","v205","V had healthy way of living W_1"
"67","v206","V earlier kept body fit W_1"
"68","v207","V present keep body fit W_1"
"69","v208","V wear glasses W_1"
"70","v209","V use hearing aid W_1"
"71","v210","V eye sight rating W_1"
"72","v211","V hearing rating W_1"
"73","v212","V rate sense of smell W_1"
"74","v213","V rate sense of taste W_1"
"75","v214","V rate sense of touch W_1"
"76","v215","V vision test performed/not performed W_1"
"77","v216","V use vision aid W_1"
"78","v217","V vision small text 1st try W_1"
"79","v218","V vision small text 2nd try W_1"
"80","v219","V vision medium text 1st try W_1"
"81","v220","V vision medium text 2nd try W_1"
"82","v221","V vision large text 1st try W_1"
"83","v222","V vision large text 2nd try W_1"
"84","v223","V # times hospitalized 2 mths W_1"
"85","v224","V # times hospitalized 2 yrs W_1"
"86","v225","V # times had surgery 2 mths W_1"
"87","v226","V # times had surgery 2 yrs W_1"
"88","v227","V # times see DR non hospital 2 mths W_1"
"89","v228","V # times see DR non hospital 2 yrs W_1"
"90","v229","V # times contact district RN 2 mths W_1"
"91","v230","V # times contact district RN 2 yrs W_1"
"92","v231","V blood pressure checked W_1"
"93","v232","V supine systolic blood pressure W_1"
"94","v233","V supine diastolic blood pressure W_1"
"95","v234","V supine pulse W_1"
"96","v235","V weak pulse W_1"
"97","v236","V irregular pulse W_1"
"98","v237","V standing systolic blood pressure W_1"
"99","v238","V standing diastolic blood pressure W_1"
"100","v239","V standing pulse W_1"
"101","v240","V pulse time before min W_1"
"102","v241","V pulse time before sec W_1"
"103","v242","V blood pressure gauge # W_1"
"104","v243","V # own teeth (do not use) W_1"
"105","v244","V weight Kg W_1"
"106","v245","V waist cm W_1"
"107","v246","V height cm W_1"
"108","v247","V hip cm W_1"
"109","v248","V bottom cm W_1"
"110","v249","V corset W_1"
"111","v250","V slacks/skirt W_1"
"112","v251","V scale # W_1"
"113","v252","V heart insufficiency W_1"
"114","v253","V heart insufficiency difficulty W_1"
"115","v254","V heart attack W_1"
"116","v255","V heart attack difficulty W_1"
"117","v256","V high blood pressure W_1"
"118","v257","V high blood pressure difficulty W_1"
"119","v258","V angina pectoris W_1"
"120","v259","V angina pectoris difficulty W_1"
"121","v260","V vascular spasm in leg(s) W_1"
"122","v261","V leg vascular spasm difficulty W_1"
"123","v262","V circulation disturb W_1"
"124","v263","V circulation disturb difficulty W_1"
"125","v264","V thrombosis/varicose ulcer leg W_1"
"126","v265","V thrombosis/varicose ulcer leg difficulty W_1"
"127","v266","V cerebral hemorrhage/thrombosis (stroke) W_1"
"128","v267","V cerebral hemorrhage/thrombosis difficulty W_1"
"129","v268","V iron deficiency (anemia) W_1"
"130","v269","V iron deficiency difficulty W_1"
"131","v270","V chronic bronchitis W_1"
"132","v271","V chronic bronchitis difficulty W_1"
"133","v272","V emphysema W_1"
"134","v273","V emphysema difficulty W_1"
"135","v274","V asthma W_1"
"136","v275","V asthma difficulty W_1"
"137","v276","V tuberculosis W_1"
"138","v277","V tuberculosis difficulty W_1"
"139","v278","V polio W_1"
"140","v279","V polio difficulty W_1"
"141","v280","V herpes zoster W_1"
"142","v281","V herpes zoster difficulty W_1"
"143","v282","V goiter/glandular disease W_1"
"144","v283","V goiter/glandular disease difficulty W_1"
"145","v284","V diabetes W_1"
"146","v285","V diabetes difficulty W_1"
"147","v286","V gout W_1"
"148","v287","V gout difficulty W_1"
"149","v288","V multiple sclerosis W_1"
"150","v289","V multiple sclerosis difficulty W_1"
"151","v290","V Parkinsons disease W_1"
"152","v291","V Parkinsons disease difficulty W_1"
"153","v292","V epilepsy W_1"
"154","v293","V epilepsy difficulty W_1"
"155","v294","V migrane W_1"
"156","v295","V migrane difficulty W_1"
"157","v296","V nervous paralysis W_1"
"158","v297","V nervous paralysis difficulty W_1"
"159","v298","V sciatica W_1"
"160","v299","V sciatica difficulty W_1"
"161","v300","V cataract W_1"
"162","v301","V cataract difficulty W_1"
"163","v302","V glaucoma W_1"
"164","v303","V glaucoma difficulty W_1"
"165","v304","V eye disorder W_1"
"166","v305","V eye disorder difficulty W_1"
"167","v306","V hearing impairment W_1"
"168","v307","V hearing impairment difficulty W_1"
"169","v308","V speech impairment W_1"
"170","v309","V speech impairment difficulty W_1"
"171","v310","V eczema W_1"
"172","v311","V eczema difficulty W_1"
"173","v312","V psoriasis W_1"
"174","v313","V psoriasis difficulty W_1"
"175","v314","V rheumatoid arthritis W_1"
"176","v315","V rheumatoid arthritis difficulty W_1"
"177","v316","V arthritis W_1"
"178","v317","V arthritis difficulty W_1"
"179","v318","V osteoporosis W_1"
"180","v319","V osteoporosis difficulty W_1"
"181","v320","V hip joint impairment W_1"
"182","v321","V hip joint impairment difficulty W_1"
"183","v322","V joint/muscle/skeleton disability W_1"
"184","v323","V joint/muscle/skeleton difficulty W_1"
"185","v324","V back pain W_1"
"186","v325","V back pain difficulty W_1"
"187","v326","V neck pain W_1"
"188","v327","V neck pain difficulty W_1"
"189","v328","V shoulder pain W_1"
"190","v329","V shoulder pain difficulty W_1"
"191","v330","V gastric ulcer W_1"
"192","v331","V gastric ulcer difficulty W_1"
"193","v332","V other gastro-intestinal W_1"
"194","v333","V other gastro-intestinal difficulty W_1"
"195","v334","V gall bladder disorder W_1"
"196","v335","V gall bladder disorder difficulty W_1"
"197","v336","V liver disease W_1"
"198","v337","V liver disease difficulty W_1"
"199","v338","V kidney disease W_1"
"200","v339","V kidney disease difficulty W_1"
"201","v340","V prostate disorder W_1"
"202","v341","V prostate disorder difficulty W_1"
"203","v342","V urinary tract disorder W_1"
"204","v343","V urinary tract disorder difficulty W_1"
"205","v344","V womens disease/surgery W_1"
"206","v345","V womens disease/surgery difficulty W_1"
"207","v346","V incontinence W_1"
"208","v347","V incontinence difficulty W_1"
"209","v348","V prostate tumor W_1"
"210","v349","V prostate tumor difficulty W_1"
"211","v350","V breast cancer W_1"
"212","v351","V breast cancer difficulty W_1"
"213","v352","V other cancer W_1"
"214","v353","V other cancer difficulty W_1"
"215","v354","V sibs with cancer? W_1"
"216","v355","V dizziness/vertigo W_1"
"217","v356","V dizziness/vertigo difficulty W_1"
"218","v357","V allergies W_1"
"219","v358","V allergies difficulty W_1"
"220","v359","V insomnia W_1"
"221","v360","V insomnia difficulty W_1"
"222","v361","V psych probs W_1"
"223","v362","V psych probs difficulty W_1"
"224","v363","V other disorder #1 W_1"
"225","v364","V other disorder #1 difficulty W_1"
"226","v365","V other disorder #2 W_1"
"227","v366","V other disorder #2 difficulty W_1"
"228","v367","V other disorder #3 W_1"
"229","v368","V other disorder #3 difficulty W_1"
"230","v369","V other disorder #4 W_1"
"231","v370","V other disorder #4 difficulty W_1"
"232","v371","V other disorder #5 W_1"
"233","v372","V other disorder #5 difficulty W_1"
"234","v373","V other disorder #6 W_1"
"235","v374","V other disorder #6 difficulty W_1"
"236","v375","V other disorder #7 W_1"
"237","v376","V other disorder #7 difficulty W_1"
"238","v377","V other disorder #8 W_1"
"239","v378","V other disorder #8 difficulty W_1"
"240","v379","V other disorder #9 W_1"
"241","v380","V other disorder #9 difficulty W_1"
"242","v381","V other disorder #10 W_1"
"243","v382","V other disorder #10 difficulty W_1"
"244","v383","V other disorder #11 W_1"
"245","v384","V other disorder #11 difficulty W_1"
"246","v385","V other disorder #12 W_1"
"247","v386","V other disorder #12 difficulty W_1"
"248","v387","V other disorder #13 W_1"
"249","v388","V other disorder #13 difficulty W_1"
"250","v389","V other disorder #14 W_1"
"251","v390","V other disorder #14 difficulty W_1"
"252","v391","V other disorder #15 W_1"
"253","v392","V other disorder #15 difficulty W_1"
"254","v393","V other disorder #16 W_1"
"255","v394","V other disorder #16 difficulty W_1"
"256","v395","V other disorder #17 W_1"
"257","v396","V other disorder #17 difficulty W_1"
"258","v397","V other disorder #18 W_1"
"259","v398","V other disorder #18 difficulty W_1"
"260","v399","V disability not connect with disease W_1"
"261","v401","V drug #1 W_1"
"262","v402","V drug #1 concentration W_1"
"263","v402a","V drug #1 unit W_1"
"264","v403","V drug #1 dose/day W_1"
"265","v404","V drug #1 cause W_1"
"266","v405","V drug #1 duration W_1"
"267","v406","V drug #2 W_1"
"268","v407","V drug #2 concentration W_1"
"269","v407a","V drug #2 unit W_1"
"270","v408","V drug #2 dose/day W_1"
"271","v409","V drug #2 cause W_1"
"272","v410","V drug #2 duration W_1"
"273","v411","V drug #3 W_1"
"274","v412","V drug #3 concentration W_1"
"275","v412a","V drug #3 unit W_1"
"276","v413","V drug #3 dose/day W_1"
"277","v414","V drug #3 cause W_1"
"278","v415","V drug #3 duration W_1"
"279","v416","V drug #4 W_1"
"280","v417","V drug #4 concentration W_1"
