"","name","label"
"1","v1","TVILLINGPAR"
"2","v2","tVILLINGNR"
"3","newv2","randomized V2"
"4","avliden","datum"
"5","avlidenx"," "
"6","zyg"," "
"7","sex"," "
"8","a10","fcd tuberculosis"
"9","a30","fcd herpes zoster"
"10","a40","fcd poliomyelitis"
"11","a120","fcd ca stomach"
"12","a125","fcd ca biliary "
"13","a130132","fcd ca colon, rectum"
"14","a135","fcd ca pulmonary"
"15","a140","fcd ca prostate"
"16","a145","fdc female genit."
"17","a150","fdc ca breast"
"18","a155","fdc ca urinary org."
"19","a160","fdc ca skin"
"20","a165","fdc melanoma"
"21","a170","fdc mal lymph,blood"
"22","a175","fdc mal. other"
"23","a120180"," "
"24","a120180x","fdc all malignancy"
"25","a180199"," "
"26","a120199","fdc benign tumors"
"27","a200","fdc non-tox goiter"
"28","a205","fdc thyrotoxicosis"
"29","a210","fdc hypothyroidism"
"30","a200212x"," "
"31","a215217","fdc parathyroid"
"32","a225","fdc dm insulin"
"33","a230","fdc dm tablets"
"34","a22530"," "
"35","a235","fdc dm diet only"
"36","a225235"," "
"37","a250","fdc gout"
"38","a260","fdc B12 anemia"
"39","a265","fdc B12 non-anemia"
"40","a270","fdc B12 non lab supp"
"41","a260265"," "
"42","a260270"," "
"43","a300","fdc asthma"
"44","a305","fdc COPD"
"45","a300305","fdc all obstr.dis."
"46","ae310","non-obstructive bronchitis"
"47","a315","fdc myocard.infarct."
"48","a320","fdc angina pectoris"
"49","a325","fdc heart failure"
"50","a315325x"," "
"51","a330","fdc arrhytmia"
"52","a335","fdc pace-maker"
"53","a350","fdc hypertension"
"54","a355","fdc hypotension"
"55","a360","fdc arter.obstruct."
"56","a370","fdc pulm.embolism"
"57","a375","fdc deep thrombosis"
"58","a370375","fdc all thromboembol."
"59","a370375x"," "
"60","a385","fdc subarach.hem"
"61","a390","fdc TIA"
"62","a395","fdc stroke"
"63","a390395x","fdc all cvl"
"64","a315395x"," "
"65","ut31595"," "
"66","a405","fdc urolithiasis"
"67","a410","fdc hyperplas prostat"
"68","a500","fdc heartburn"
"69","a500505x"," "
"70","a505","fdc gastroduod ulcer"
"71","a520","fdc Crohn;ulc colit"
"72","a530","fdc gallstone"
"73","a540","fdc liver disease"
"74","a600","fdc varicous ulcer"
"75","a605","fdc diabetic gangrena"
"76","a607","fdc decubital ulcer"
"77","a610","fdc eczema"
"78","a615","fdc psoriasis"
"79","a620","fdc urticaria;Quincke"
"80","a625","fdc drug allergy"
"81","a600625"," "
"82","a600625x","fdc all skin disease"
"83","a700","fdc rheum arthrit"
"84","a705","fdc polymyalg rheum"
"85","a710","fdc collagenos"
"86","a700710"," "
"87","a700710x"," "
"88","a720","fdc dorsalgia"
"89","a725","fdc osteoporosis"
"90","a720725x"," "
"91","a730","fdc gonarthrosis"
"92","a735","fdc coxarthrosis"
"93","a730735x"," "
"94","a740","fdc hip fracture"
"95","a740e"," "
"96","a7250740"," "
"97","a800","fdc Parkinson"
"98","a805","fdc extrapyr signs"
"99","a810","fdc tremor"
"100","a800810x"," "
"101","a815","fdc epilepsy"
"102","a840","fdc Alzheimer"
"103","a850","fdc vasc dementia"
"104","a855","fdc lbd dementia"
"105","a865","fdc poss dementia"
"106","a840869","fdc dement;incl poss"
"107","a840860","fdc all dementia"
"108","a900","fdc alcohol abuse"
"109","a905","fdc confusion"
"110","a910","fdc schizophrenia"
"111","a915t85","depression för 1985"
"112","a915t90"," "
"113","a915","fdc depression"
"114","a920","fdc mild depression"
"115","a915920","fdc all depression"
"116","a950","fdc glaucoma"
"117","a955","fdc cataract"
"118","a960","fdc macula degen"
"119","a970","fdc hearing loss"
"120","ae10"," "
