"","name","label"
"1","v1","Unique twin code Twin pair"
"2","v2","V Twin #"
"3","randomv2","Randomized V2"
"4","tvdelt4","V Participation W_4"
"5","uage4","D Age W_4"
"6","d109","D Date of Interview W_4"
"7","d110","D Nurse W_4"
"8","d111","D Place of Residence W_4"
"9","d112","D Live w/ someone W_4"
"10","d113","D knows full name W_4"
"11","d114","D knows birth year W_4"
"12","d115","D knows age W_4"
"13","d116","D marital status W_4"
"14","d117","D age widowed/divorced W_4"
"15","d132","D sibs alive except twin W_4"
"16","d134","D # male sibs alive except twin W_4"
"17","d136","D # female sibs alive except twin W_4"
"18","d140","D how often see twin W_4"
"19","d141","D how often phone twin W_4"
"20","d142","D children/grandchildren alive W_4"
"21","d144","D # own children living W_4"
"22","d146","D # foster children living W_4"
"23","d148","D # grandchildren living W_4"
"24","d150","D # great grandchildren living W_4"
"25","d159","D econ now comp others same age W_4"
"26","d160","D how well money cover needs now W_4"
"27","d161","D econ prevent doing things W_4"
"28","d201","D over all health W_4"
"29","d202","D rate health compared 2 yrs ago W_4"
"30","d203","D rate health compared others same age W_4"
"31","d204","D health condition prevent doing things W_4"
"32","d207","D present keep body fit W_4"
"33","d208","D wear glasses W_4"
"34","d209","D use hearing aid W_4"
"35","d210","D eye sight rating W_4"
"36","d211","D hearing rating W_4"
"37","d212","D rate sense of smell W_4"
"38","d213","D rate sense of taste W_4"
"39","d214","D rate sense of touch W_4"
"40","d215","D vision test not performed W_4"
"41","d216","D use vision aid W_4"
"42","d217","D vision small text 1st try W_4"
"43","d218","D vision small text 2nd try W_4"
"44","d219","D vision medium text 1st try W_4"
"45","d220","D vision medium text 2nd try W_4"
"46","d221","D vision large text 1st try W_4"
"47","d222","D vision large text 2nd try W_4"
"48","d223","D # times hospitalized 2 mths W_4"
"49","d224","D # times hospitalized 2 yrs W_4"
"50","d225","D # times had surgery 2 mths W_4"
"51","d226","D # times had surgery 2 yrs W_4"
"52","d227","D # times see DR non hospital 2 mths W_4"
"53","d228","D # times see DR non hospital 2 yrs W_4"
"54","d229","D # times contact district RN 2 mths W_4"
"55","d230","D # times contact district RN 2 yrs W_4"
"56","d231","D blood pressure checked W_4"
"57","d232","D supine systolic blood pressure W_4"
"58","d233","D supine diastolic blood pressure W_4"
"59","d234","D supine pulse W_4"
"60","d235","D weak pulse W_4"
"61","d236","D irregular pulse W_4"
"62","d237","D standing systolic blood pressure W_4"
"63","d238","D standing diastolic blood pressure W_4"
"64","d239","D standing pulse W_4"
"65","d240","D pulse time before min W_4"
"66","d241","D pulse time before sec W_4"
"67","d242","D blood pressure gauge # W_4"
"68","d243","D # own teeth (do not use) W_4"
"69","d244","D weight Kg W_4"
"70","d245","D waist cm W_4"
"71","d246","D height cm W_4"
"72","d247","D hip cm W_4"
"73","d248","D bottom cm W_4"
"74","d249","D corset W_4"
"75","d250","D slacks/skirt W_4"
"76","d251","D scale # W_4"
"77","d252","D heart insufficiency W_4"
"78","d253","D heart insufficiency difficulty W_4"
"79","d254","D heart attack W_4"
"80","d255","D heart attack difficulty W_4"
"81","d256","D high blood pressure W_4"
"82","d257","D high blood pressure difficulty W_4"
"83","d258","D angina pectoris W_4"
"84","d259","D angina pectoris difficulty W_4"
"85","d260","D vascular spasm in leg(s) W_4"
"86","d261","D leg vascular spasm difficulty W_4"
"87","d262","D circulation disturb W_4"
"88","d263","D circulation disturb difficulty W_4"
"89","d264","D thrombosis/varicose ulcer leg W_4"
"90","d265","D thrombosis/varicose ulcer leg difficulty W_4"
"91","d266","D cerebral hemorrhage/thrombosis (stroke) W_4"
"92","d267","D cerebral hemorrhage/thrombosis difficulty W_4"
"93","d268","D iron deficiency (anemia) W_4"
"94","d269","D iron deficiency difficulty W_4"
"95","d270","D chronic bronchitis W_4"
"96","d271","D chronic bronchitis difficulty W_4"
"97","d272","D emphysema W_4"
"98","d273","D emphysema difficulty W_4"
"99","d274","D asthma W_4"
"100","d275","D asthma difficulty W_4"
"101","d276","D tuberculosis W_4"
"102","d277","D tuberculosis difficulty W_4"
"103","d278","D polio W_4"
"104","d279","D polio difficulty W_4"
"105","d280","D herpes zoster W_4"
"106","d281","D herpes zoster difficulty W_4"
"107","d282","D goiter/glandular disease W_4"
"108","d283","D goiter/glandular disease difficulty W_4"
"109","d284","D diabetes W_4"
"110","d285","D diabetes difficulty W_4"
"111","d286","D gout W_4"
"112","d287","D gout difficulty W_4"
"113","d288","D multiple sclerosis W_4"
"114","d289","D multiple sclerosis difficulty W_4"
"115","d290","D Parkinsons disease W_4"
"116","d291","D Parkinsons disease difficulty W_4"
"117","d292","D epilepsy W_4"
"118","d293","D epilepsy difficulty W_4"
"119","d294","D migrane W_4"
"120","d295","D migrane difficulty W_4"
"121","d296","D nervous paralysis W_4"
"122","d297","D nervous paralysis difficulty W_4"
"123","d298","D sciatica W_4"
"124","d299","D sciatica difficulty W_4"
"125","d300","D cataract W_4"
"126","d301","D cataract difficulty W_4"
"127","d302","D glaucoma W_4"
"128","d303","D glaucoma difficulty W_4"
"129","d304","D eye disorder W_4"
"130","d305","D eye disorder difficulty W_4"
"131","d306","D hearing impairment W_4"
"132","d307","D hearing impairment difficulty W_4"
"133","d308","D speech impairment W_4"
"134","d309","D speech impairment difficulty W_4"
"135","d310","D eczema W_4"
"136","d311","D eczema difficulty W_4"
"137","d312","D psoriasis W_4"
"138","d313","D psoriasis difficulty W_4"
"139","d314","D rheumatoid arthritis W_4"
"140","d315","D rheumatoid arthritis difficulty W_4"
"141","d316","D arthritis W_4"
"142","d317","D arthritis difficulty W_4"
"143","d318","D osteoporosis W_4"
"144","d319","D osteoporosis difficulty W_4"
"145","d320","D hip joint impairment W_4"
"146","d321","D hip joint impairment difficulty W_4"
"147","d322","D joint/muscle/skeleton disability W_4"
"148","d323","D joint/muscle/skeleton difficulty W_4"
"149","d324","D back pain W_4"
"150","d325","D back pain difficulty W_4"
"151","d326","D neck pain W_4"
"152","d327","D neck pain difficulty W_4"
"153","d328","D shoulder pain W_4"
"154","d329","D shoulder pain difficulty W_4"
"155","d330","D gastric ulcer W_4"
"156","d331","D gastric ulcer difficulty W_4"
"157","d332","D other gastro-intestinal W_4"
"158","d333","D other gastro-intestinal difficulty W_4"
"159","d334","D gall bladder disorder W_4"
"160","d335","D gall bladder disorder difficulty W_4"
"161","d336","D liver disease W_4"
"162","d337","D liver disease difficulty W_4"
"163","d338","D kidney disease W_4"
"164","d339","D kidney disease difficulty W_4"
"165","d340","D prostate disorder W_4"
"166","d341","D prostate disorder difficulty W_4"
"167","d342","D urinary tract disorder W_4"
"168","d343","D urinary tract disorder difficulty W_4"
"169","d344","D womens disease/surgery W_4"
"170","d345","D womens disease/surgery difficulty W_4"
"171","d346","D incontinence W_4"
"172","d347","D incontinence difficulty W_4"
"173","d348","D prostate tumor W_4"
"174","d349","D prostate tumor difficulty W_4"
"175","d350","D breast cancer W_4"
"176","d351","D breast cancer difficulty W_4"
"177","d352","D other cancer W_4"
"178","d353","D other cancer difficulty W_4"
"179","d354","D sibs with cancer? W_4"
"180","d355","D dizziness/vertigo W_4"
"181","d356","D dizziness/vertigo difficulty W_4"
"182","d357","D allergies W_4"
"183","d358","D allergies difficulty W_4"
"184","d359","D insomnia W_4"
"185","d360","D insomnia difficulty W_4"
"186","d361","D psych probs W_4"
"187","d362","D psych probs difficulty W_4"
"188","d363","D other disorder #1 W_4"
"189","d364","D other disorder #1 difficulty W_4"
"190","d365","D other disorder #2 W_4"
"191","d366","D other disorder #2 difficulty W_4"
"192","d367","D other disorder #3 W_4"
"193","d368","D other disorder #3 difficulty W_4"
"194","d369","D other disorder #4 W_4"
"195","d370","D other disorder #4 difficulty W_4"
"196","d371","D other disorder #5 W_4"
"197","d372","D other disorder #5 difficulty W_4"
"198","d373","D other disorder #6 W_4"
"199","d374","D other disorder #6 difficulty W_4"
"200","d375","D other disorder #7 W_4"
"201","d376","D other disorder #7 difficulty W_4"
"202","d377","D other disorder #8 W_4"
"203","d378","D other disorder #8 difficulty W_4"
"204","d379","D other disorder #9 W_4"
"205","d380","D other disorder #9 difficulty W_4"
"206","d381","D other disorder #10 W_4"
"207","d382","D other disorder #10 difficulty W_4"
"208","d383","D other disorder #11 W_4"
"209","d384","D other disorder #11 difficulty W_4"
"210","d385","D other disorder #12 W_4"
"211","d386","D other disorder #12 difficulty W_4"
"212","d387","D other disorder #13 W_4"
"213","d388","D other disorder #13 difficulty W_4"
"214","d389","D other disorder #14 W_4"
"215","d390","D other disorder #14 difficulty W_4"
"216","d391","D other disorder #15 W_4"
"217","d392","D other disorder #15 difficulty W_4"
"218","d393","D other disorder #16 W_4"
"219","d394","D other disorder #16 difficulty W_4"
"220","d395","D other disorder #17 W_4"
"221","d396","D other disorder #17 difficulty W_4"
"222","d397","D other disorder #18 W_4"
"223","d398","D other disorder #18 difficulty W_4"
"224","d399","D disability not connect with disease W_4"
"225","d401","D drug #1 W_4"
"226","d402","D drug #1 concentration W_4"
"227","d402a","D drug #1 unit W_4"
"228","d403","D drug #1 dose/day W_4"
"229","d404","D drug #1 cause W_4"
"230","d405","D drug #1 duration W_4"
"231","d406","D drug #2 W_4"
"232","d407","D drug #2 concentration W_4"
"233","d407a","D drug #2 unit W_4"
"234","d408","D drug #2 dose/day W_4"
"235","d409","D drug #2 cause W_4"
"236","d410","D drug #2 duration W_4"
"237","d411","D drug #3 W_4"
"238","d412","D drug #3 concentration W_4"
"239","d412a","D drug #3 unit W_4"
"240","d413","D drug #3 dose/day W_4"
"241","d414","D drug #3 cause W_4"
"242","d415","D drug #3 duration W_4"
"243","d416","D drug #4 W_4"
"244","d417","D drug #4 concentration W_4"
"245","d417a","D drug #4 unit W_4"
"246","d418","D drug #4 dose/day W_4"
"247","d419","D drug #4 cause W_4"
"248","d420","D drug #4 duration W_4"
"249","d421","D drug #5 W_4"
"250","d422","D drug #5 concentration W_4"
"251","d422a","D drug #5 unit W_4"
"252","d423","D drug #5 dose/day W_4"
"253","d424","D drug #5 cause W_4"
"254","d425","D drug #5 duration W_4"
"255","d426","D drug #6 W_4"
"256","d427","D drug #6 concentration W_4"
"257","d427a","D drug #6 unit W_4"
"258","d428","D drug #6 dose/day W_4"
"259","d429","D drug #6 cause W_4"
"260","d430","D drug #6 duration W_4"
"261","d431","D drug #7 W_4"
"262","d432","D drug #7 concentration W_4"
"263","d432a","D drug #7 unit W_4"
"264","d433","D drug #7 dose/day W_4"
"265","d434","D drug #7 cause W_4"
"266","d435","D drug #7 duration W_4"
"267","d436","D drug #8 W_4"
"268","d437","D drug #8 concentration W_4"
"269","d437a","D drug #8 unit W_4"
"270","d438","D drug #8 dose/day W_4"
"271","d439","D drug #8 cause W_4"
"272","d440","D drug #8 duration W_4"
"273","d441","D drug #9 W_4"
"274","d442","D drug #9 concentration W_4"
"275","d442a","D drug #9 unit W_4"
"276","d443","D drug #9 dose/day W_4"
"277","d444","D drug #9 cause W_4"
"278","d445","D drug #9 duration W_4"
